SMILES,"Water solubility {measured, converted}"
CCOS(=O)(=O)C1=CC=CC=C1,-2.1308
NC(=S)NS(=O)(=O)C1=CC=C(N)C=C1,-1.3228
CC(C)C(N)C(O)=O,-0.1971
CC1=CC=NC(C(O)=O)=C1C(O)=O,-1.3286
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,-3.8226
COC1=C(OC)C(C(O)=O)=C(C=O)C=C1,-1.9247
CN(C)C(=O)C(=O)N(N(C)C(C)=O)C1=CC=CC=C1,-0.5345
CC12CCC3C(CCC4CC(=O)CCC34C)C1CCC2O,0.2571
OC1=C(Br)C=C(Br)C2=CC=CN=C12,-4.1938
CCC1CN2CCC1CC2[C@H](O)C1=C2C=C(OC)C=CC2=NC=C1,-3.0514
CC1=C(O)C(CN)=C(CO)C=N1,0.4731
OS(=O)(=O)C1=CC=CC2=C(C=CC=C12)S(O)(=O)=O,0.5402
CC(C)NC(O)\C=C\OC1=C2C=CC=CC2=CC=C1,-3.6202
NC(CC1=NNC2=CC=CC=C12)C(O)=O,-1.4091
OC(C(O)C(O)=O)C(O)=O,0.2148
OC(C(O)C(O)C(O)=O)C(O)C(O)=O,-1.804
OC(C(O)C(O)C(O)=O)C(O)C(O)=O,-0.3225
OCC(O)C(O)C(O)C(O)C(=O)O[Na],0.4321
OCC(O)C(O)C(O)C(O)C(=O)O[Cu]OC(=O)C(O)C(O)C(O)C(O)CO,-0.1798
OC(=O)C1=CC=CS1,-1.2327
CC(C)C1=CC=CC=C1C,-3.7606
OC1=CC=C(C=C1C(=O)C(=O)C1=C(O)C=CC(=C1)N(=O)=O)N(=O)=O,-3.5214
OC(=O)C(=O)C1=C(C=CC=C1)C(O)=O,0.5207
OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C=O,-0.4891
OC(=O)C1=CC=CC=C1NC1=CC(=CC=C1)C(F)(F)F,-4.4906
ONC1=C(CCCCC1)N=O,-1.4249
COC1=CC=C2C=CC(=O)OC2=C1,-3.1221
OC(=O)C1=CC2=C(OC1=O)C=CC=C2,-2.1585
COC1=C(OCC(O)COC(N)=O)C=CC=C1,-1.5251
[Na+].[O-]C(=O)C1=CC=CC=C1,0.5864
Cl.NC1=CC=C(N=NC2=CC=CC=C2)C(N)=C1,-4.0947
CCOCC(=O)OC1=CC=C(Cl)C=C1Cl,-3.3503
CCCCCC1=C(O)C=C(O)C=C1,-1.9548
CN1CSC(=S)N(C)C1,-1.7331
CNC(=S)NC,0.9823
COC(C)OC,1.0452
CC(C)C1=CC(C)=CC=C1,-3.4994
NC1=CC(=CC(N)=C1)C(O)=O,-1.1409
OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1,-2.8092
CCC1=CC=NC=C1,-6.0E-4
O=[I]C1=CC=CC=C1,-2.4318
CN1C2CCC1CC(C2)OC(=O)C1=CC=CC=C1,-2.1593
ClN=C1C=C(Br)C(=O)C(Br)=C1,-3.7068
NNC(=O)NC1=CC=CC=C1,-2.3344
CNC(CC1=CC=C(O)C=C1)C(O)=O,-2.1325
CCN(CCCl)CCCl,-3.0265
CCCCOC(=O)\C=C\C1=CC=CC=C1,-1.6112
COCC1=CC=CC=C1,-1.6098
CC(=O)NC1=CC=C(Cl)C=C1,-2.2517
CN(C)C1=CC=C(C=C1)\N=N\C1=CC=C(N)C=C1,-4.594
C=CCSS(=O)CC=C,-0.83
CCCCCOC(=O)CCC,-3.4212
CCC(=O)OCC(C)C,-1.8841
COC1CC1,-0.1176
Br\C=C\Br,-1.3195
CCOC,-0.0799
CNNC,1.2211
CC(C)CC(C)(C)C,-4.6704
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.9407
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.3387
CC(=O)O[U](=O)(=O)OC(C)=O,-0.589
Cl\C=C\[As](Cl)Cl,-2.6177
O=CO[Ba]OC=O,-0.0557
CC(=O)CC(O)=O,0.991
NC(=S)NC(N)=S,-1.6996
CC(NC(=O)\C=C\C(O)=O)C(O)=O,-0.9712
CCCC(C)OC(N)=O,-1.2258
CC1=CC(=O)CC(=O)O1,-1.1185
ClC1CCCCC1,-2.3752
NC(CCCC(O)=O)C(O)=O,-1.8648
ClC\C=C\Cl,-1.598
ClCOCCl,-0.7181
C1C=CC=C1,-1.565
NC(=N)NCCS(O)(=O)=O,-0.6321
CC(C)COC(N)=O,-0.3011
CC(C)CO[N+]([O-])=O,-1.9521
CCCCCCl,-2.7324
CC(=O)O[Ba]OC(C)=O,0.1948
CCCCOC(=O)NC,-1.4403
CC(C)CCO[N+]([O-])=O,-2.4809
CC(=O)O[Sr]OC(C)=O,0.1446
CCCCCCCl,-3.1224
CCCCCCCCCCCCCCCC,-8.4007
NC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,-2.2537
NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(C=C1)S(N)(=O)=O,-2.7592
COC(=O)C(C)O,0.9825
OS(O)(=O)=O.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C,-1.5924
N1C(C(N=C1C1=CC=CO1)C1=CC=CO1)C1=CC=CO1,-3.1275
CN1C(=O)C=C(N)N(CC(C)=C)C1=O,-0.9895
CC1=NN(C(=O)C1N(=O)=O)C1=CC=C(C=C1)N(=O)=O,-1.4677
CC1=C(Cl)C(O)=C(Cl)C=C1Cl,-3.2761
OCC(C(O)=O)C1=CC=CC=C1,-0.9195
CN1C2CCCC1CC(=O)C2,0.4167
NNC(=O)C1=CN=CC=C1,-0.1372
COC(=O)C(=O)OC,-0.2919
CC1=CNC(=O)N=C1N,-0.5595
CN1N=C(S\C1=N/C(C)=O)S(N)(=O)=O,-1.8293
OC(=O)C1=CC(=CC(=C1)C(O)=O)C(O)=O,-0.9026
C[C@](N)(CC1=CC(O)=C(O)C=C1)C(O)=O,-1.3247
ClCCN(CCCl)CCCl,-3.1066
O=C1NCCN1\N=C\C1=CC=C(O1)N(=O)=O,-3.3572
NNCC1=CC=CC=C1,0.913
NC(CC1=CC=C(O)C=C1)C(O)=O,-2.6049
CCCCC(=O)O[Zn]OC(=O)CCCC,-1.2722
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,-7.7732
NC(=N)N[N+]([O-])=O,-1.3739
O=C1NC=CC=N1,0.6749
CCCC(=O)OCC(O)CO,-1.335
CCC(=O)O[Zn]OC(=O)CC,0.1798
CC(=O)O[Zn]OC(C)=O,0.2179
C=CCOCC=C,-0.0206
O=CO[Zn]OC=O,-0.4755
CS(F)(=O)=O,-0.5145
CC1(C)CO1,-0.0946
CC(C)(O)CCl,0.1602
BrC(N(=O)=O)(N(=O)=O)N(=O)=O,-1.7705
CN1CC[C@]23C4OC5=C(OC(C)=O)C=CC(C[C@@H]1[C@@H]2C=CC4OC(C)=O)=C35,-2.7894
CC(=C)CCl,-1.8108
C\C(Cl)=C/Cl,-1.6138
CC(O)C(C)Cl,-0.2122
CC1C2C(O)C3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C2C(=O)C2=C(O)C=CC=C12,-2.8485
CC(N)(C(O)=O)C1=CC=CC=C1,-0.5367
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,-3.6116
CC(C)(O)[C@H]1CC[C@](C)(O)CC1,-2.2362
CCC(C)C(C)=O,-0.6805
NCC(O)C(O)=O,-0.8229
CC(C)C(Br)C(O)=O,-1.103
CC(N)C(O)C(O)=O,-0.3535
OC1C(O)C(O)C(OP(O)(O)=O)C(O)C1O,0.1076
OC1=C(C=CC=C1[N+]([O-])=O)[N+]([O-])=O,-2.7668
OS(=O)(=O)C1=CC=C(NN=C2C(=O)C=CC3=CC=CC=C23)C=C1,-0.2748
COCOC(=O)C1=C(O)C=CC=C1,-2.3
OC(=O)C1CCNCC1C(O)=O,-0.5395
CCOC1=NC2=C(N1C)C(=O)N(C)C(=O)N2C,-1.8999
OC1=CC=C(C(=C1)[N+]([O-])=O)[N+]([O-])=O,-0.4833
CC(=O)C(=O)C1=CC=CC=C1,-1.7558
BrC1=CC=C2C=CC=CC2=C1,-4.4001
OC1=CC2=CC=CC=C2N=C1,-2.3925
O=C1C=CC2=CC=CNC2=C1,-2.5038
CCN(CC)C1=NC(=NC(Cl)=N1)N(CC)CC,-4.4112
C1NC(CC=C1)C1=CC=CN=C1,0.7953
C1=CC=C(N=C1)C1=CC=CN=C1,-0.5916
CC1(C)OCC(O1)C1OC2OC(C)(C)OC2C1O,-0.7851
S=C1NC2=C(N1)N=CN=C2,-2.5243
[K]OC(=O)C(=O)O[K],0.1773
CC1=CC=NC=C1C,-0.314
CC1=C(C)N=CC=C1,0.0938
CCC(O)CO,1.0452
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C,-4.8179
OC(=O)CC(Br)C(O)=O,-0.0111
C[C@H](NC(N)=O)C(O)=O,-0.7845
CC(C)(C)C1=CC(O)=CC=C1,-1.8614
OC(=O)C1=CC=C(Br)O1,-1.9386
[O-][N+](=O)C1=CC=CC(Br)=C1,-1.3054
OC(=O)C\C(=C/C(O)=O)C(O)=O,0.3612
OCC(O)C(O)C(O)C(O)COC1C(O)C(O)C(O)OC1CO,0.2872
OCC1OC(OCC(O)C(O)C(O)C(O)C=O)C(O)C(O)C1O,0.4656
OC(=O)C1=CC=C(C(O)=O)C(Br)=C1,-2.1339
CC(C)=C1CCC(C)=CC1,-4.1566
OC(=O)C1=CC=C(Br)C=C1,-3.5251
OCC1=CC=NC=C1,0.9621
NC(=O)OC(CCl)CCl,-1.3605
CC1=CC=CC(CO)=C1,-0.388
OC(=O)COC1=CC(Cl)=CC(Cl)=C1,-2.3617
OC(=O)COC1=CC(Cl)=CC=C1,-2.1954
OCC1=CC=C(CO)C=C1,-0.3861
BrC1=CC=C(I)C=C1,-4.5601
CC1=CC=C(C)N=C1,-0.03
[K]OC(=O)OOC(=O)O[K],-0.4737
I\C=C/I,-2.7813
I\C=C\I,-3.2767
[K+].[O-]C#N,0.8902
[K]OC=O,0.9288
[Cl-].CC(C[N+](C)(C)C)OC(N)=O,0.5021
CCCCC(C)(C)C,-5.7568
CC(C)CC=O,-0.7891
NC(=O)NC(=N)NOS(=O)(=O)ONC(=N)NC(N)=O,-0.7814
CC(=O)NC(N)=O,-0.895
CC(=O)NC(N)=S,-0.9653
CC1=CC(C)=CN=C1,-0.5115
C\C=N\NC(N)=O,-0.5424
CC(=O)OCC=C,-0.5534
CCCCCCCCCCCCCCCCCC,-7.6275
CC[AsH2],-2.9114
FCCl,-0.8202
C[Se]C,-0.6502
CCC(C)(C)Cl,-2.5106
NC(=O)C(Br)(Br)Br,-1.2668
CC(C)C(C)(C)O,-0.3708
NC(=O)C(Cl)(Cl)Cl,-1.0966
CC(Cl)(Cl)[N+]([O-])=O,-1.7603
CCC(Cl)(Cl)N(=O)=O,-1.4996
CCC(CO)(CO)[N+]([O-])=O,0.8264
CC(C)(CO)C=O,-0.3279
CC(O)(CCl)CCl,-0.1822
NC(=O)CC(O)(CC(N)=O)C(N)=O,-0.8455
CC(=O)OCC(COC(C)=O)(COC(C)=O)COC(C)=O,-1.5686
CCCC(C)(O)CC,-0.9897
CCCC(C)(O)CCC,-1.5867
CC1(CCl)CO1,-0.5504
ClC(Br)CBr,-2.5546
NC(=O)C(Br)Br,-1.0574
CC(Cl)C(Cl)Cl,-1.8898
CC(Cl)C(O)=O,0.9645
CC(Cl)[N+]([O-])=O,-1.4374
CC1=CC=C(C=C1)S(=O)(=O)OC1=CC=CC=C1C,-3.9417
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,-1.8494
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=CC=N1,-1.6276
CCOC(OCC)C(Cl)(Cl)Cl,-1.6464
C\C=C(/Cl)C(O)=O,-0.7589
CCC(=O)C(C)=O,-0.1764
[O-][N+](=O)C1=CC=CC2=CC=CC(=C12)[N+]([O-])=O,-3.8073
[O-][N+](=O)C1=C2C=CC=C3CCC(C=C1)=C23,-5.3403
CC1=C(C=C(C(O)=C1N(=O)=O)N(=O)=O)N(=O)=O,-2.0434
CC(O)CN1C=NC2=C1C(=O)N(C)C(=O)N2C,0.623
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)=C1C=CC(=O)C=C1,-2.3837
CN1N(C(=O)C=C1C)C1=CC=CC=C1,-0.2747
CCOC(=O)C1=C(C=CC=C1)C(=O)C1=CC=CC=C1,-3.4053
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-2.6372
OC1=CC2=C(C=C1)C(=O)C1=C(C=CC=C1)C2=O,-5.3093
[O-][N+](=O)C1=CC=CC2=C1C=CC=C2[N+]([O-])=O,-3.5754
COC(=O)C1=C(C=CC=C1)C(=O)C1=CC=CC=C1,-3.4776
O=C1NC(=O)C2=C(N1)C(=CC(=C2)N(=O)=O)N(=O)=O,-3.2057
CN1C(=O)C=CC2=C1C=CC=C2,-1.0466
CC1=NC2=CC=CC=C2C(O)=C1,-1.2019
CC1=CC(=O)OC2=CC=CC=C12,-2.4115
BrC1=CC=CC(Br)=C1Br,-5.0402
CC1=C(O)C=CC=C1O,0.3264
OC(=O)C(Br)C(Br)C(O)=O,-1.1311
CC(C(C)C(O)=O)C(O)=O,0.3124
OC(C(O)C(O)C(O)=O)C(O)C(O)=O,0.1999
OCC(O)C(O)C(O)C(O)CO,-0.7691
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.5605
OC1=CC(Cl)=C(O)C(Cl)=C1Cl,-1.5334
CCOC(=O)C(=O)C(=O)OCC,0.5117
CCC(CO)[N+]([O-])=O,-0.3436
OC1=C(C=C(Cl)C=C1Cl)[N+]([O-])=O,-4.0876
NC1=C(C=C(C=C1N(=O)=O)N(=O)=O)C(O)=O,-3.101
OC(=O)C1=CC(C(O)=O)=C(O)C(=C1)C(O)=O,-1.6554
OC(=O)C1=C(O)C(C=O)=CC=C1,-2.4423
OC(=O)C1=C(CC=CC1)C(O)=O,-1.0017
CC1=CC=CC2=C1C=C1C=CC=CC1=C2,-5.8541
CCOC1=CC=C(C=C1)N1C(=O)CCC1=O,-2.4607
OC(C(O)=O)C1=CC=CC=C1,-0.1417
OC(=O)C(=O)C1=CC=CC=C1,0.7873
OCC1=C(CO)C=CC=C1,0.0569
OCC1=CC=CC=C1C(O)=O,-1.5508
CCC1=CC=CC=C1[N+]([O-])=O,-2.7993
OCC1=CC=CC=C1[N+]([O-])=O,-1.4861
CCOC1=C(C=O)C=CC=C1,-2.1122
CCOC(=O)C1=CC=CN=C1,-0.4313
CC1=CC=CC=C1NC(N)=O,-1.8183
CNC(=O)C(=O)NC,0.5479
ClC1=CC=CC=C1I,-3.54
IC1=CC=CC=C1I,-4.2399
CCOC(=O)N(C)N=O,-0.5528
BrC1=CC=C(Br)C(Br)=C1,-4.808
OC1=CC=C(O)C(Cl)=C1,0.8052
CCCCC(N)C(O)=O,-1.0453
CCN(C)CC,1.0597
CN1C=CN=C1,1.0856
CCCC(C(O)=O)C(O)=O,0.6803
OC1=CC(O)=C(C=C1N(=O)=O)N(=O)=O,-3.4086
OC(=O)C1=CC(C=O)=CC=C1O,-2.6354
NC1=C(C=C(C=C1)N(=O)=O)C(O)=O,-2.2604
CCCCCC(C(O)=O)C(O)=O,0.5921
CCCC(O)C(C)C,-1.3093
NC(CC(O)=O)C(O)=O,-1.2125
COC(=O)\C=C(/C)C(=O)OC,-2.2853
COC(=O)\C=C(/C)C(=O)OC,-0.7427
NC(CCC(O)=O)C(O)=O,-0.8551
CCN(CC)C=O,0.995
CC1=CC=C(C=C1N)S(O)(=O)=O,-1.0318
CN(C)C1=CC=CC(=C1)S(O)(=O)=O,0.2983
OC(=O)C1=CC=C(Cl)O1,-1.7188
OCC1OC(OC2=CC=CC=C2\C=C\C(O)=O)C(O)C(O)C1O,-1.5136
CC1CCC(CC1=O)C(C)=C,-2.1825
OCC1=CC(=CC=C1)[N+]([O-])=O,-2.4142
OC(=O)C1=CC=C(C=C1)C#N,-2.0885
OCC1=CC=C(C=C1)[N+]([O-])=O,-1.8841
OC(=O)C1CCC(CC1)C(O)=O,-2.3329
OCC1=CC=CC(O)=C1,-0.2678
O=C(CC#N)NC1=CC=CC=C1,-2.7275
OC(=O)CC1=CC(O)=CC=C1,0.8177
CCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCC,-5.934
CCCCCN(CCCCC)CCCCC,-4.0326
NC(=O)OCC1=CC=CC=C1,-0.3468
OCCOCC1=CC=CC=C1,-0.6633
CC1=CC=C(C=C1)N=C=S,-4.7213
CNC1=CC=C(O)C=C1,-1.0905
OCC1=CC=C(O)C=C1,-1.2678
CC1=CC=C(NO)C=C1,-0.7894
COC1=CC=C(Cl)C=C1,-2.7793
CCCC(O)CC,-0.8025
CCNC(=O)OCC,0.5542
CC(COC(C)=O)OC(C)=O,-0.2046
CCCCC(O)CCCC,-2.4954
CCOCCOC(=O)CCCCCCCCC(=O)OCCOCC,-3.1972
CCOC(=O)CCCCCCCC(=O)OCC,-2.99
CCCCC(=O)OC,-1.3606
CCCCCCC(O)CC,-2.6608
CCCCCOC(=O)CC,-2.2505
CSSC,-1.4969
CC(C)(C)CCO,-1.1308
CC(C)CC(C)(C)O,-0.9307
CCC(C)(C)NC(N)=O,-1.0142
CCCC(C)Cl,-2.3603
COCC(O)=O,1.0454
CCOC(C)C,-0.5607
CC(C)OC=O,-0.6301
ClC1=CC(I)=CC=C1,-3.55
IC1=CC(I)=CC=C1,-4.57
OCC1=CC(CO)=CC=C1,-0.2328
CC1=CC(=O)NC(=O)N1,-1.2557
OC1=CC=NC=C1,1.0218
CC(C)CCOCC(O)COCCC(C)C,-1.3662
CCOC(=O)CCCCC(O)=O,-0.3602
CC(C)CCCO,-1.1286
CC\C=C\C(O)=O,-0.2019
CCCO[N+]([O-])=O,-1.5044
COCCCl,-0.0725
CC(N)CCC(O)=O,0.539
NC(CS\C(Cl)=C\Cl)C(O)=O,-1.4895
CC(C)CCOCC(O)CO,-1.2101
COC(=O)CCCCC(=O)OC,-1.4629
CCCOCC,-0.6806
CC(=O)OCCCOC(C)=O,-0.2046
NC(=O)CCCCC(N)=O,-1.5154
CCCCCCCCCCCCC,-7.5936
CCCCCCCCCCCCCC,-7.9551
CCCCCCCCCCCCCCC,-9.4464
CCCCCCCCCCCCCCCCCCCCCCCCCC,-8.3339
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,-8.4746
ClCC(Cl)(Cl)Cl,-2.1955
CC(C)(C(O)=O)C(C)(C)C(O)=O,-1.5598
CCC(C)(CC(O)=O)C(O)=O,-0.0171
CC[Si](CC)(CC)CC,-5.6475
OC(=O)C(Br)Br,0.9861
CC1=NSC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,-1.0762
NCC(O)C(O)=O,-0.8369
OC(=O)C1=C(C(O)=O)C(Cl)=C(Cl)C(Cl)=C1Cl,-1.9264
OC(=O)C1=C(Br)C=C(Br)C=C1Br,-2.0108
NC(=O)C(O)C(O)C(O)=O,-0.7502
CC1=C(C=C)\C(NC1=O)=C\C1=C(C)C(CCC(O)=O)=C(CC2=C(CCC(O)=O)C(C)=C(N2)\C=C2/NC(=O)C(C=C)=C2C)N1,-4.8127
OC1=CC2=C(C=C1)N=C1C=CC(=O)C=C1O2,-1.0277
CC1=C(O)N=C(S)N=C1,-2.4461
CC(CC(O)=O)C(O)=O,0.4143
OC(CC(O)=O)C(O)=O,0.4331
OC(=O)C1=CCCCC1,-1.2558
OC1=CC=C(C=C1)N=O,-1.5462
ClC1=CC=C(I)C=C1,-3.54
CCOC(C)(C)C,-0.9302
CC(=O)NC(=O)NC(C)=O,-0.3137
Cl[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-5.586
CCSCCSP(=S)(OC)OC,-3.0905
CC(=O)OOC(=O)C1=CC=CC=C1,-2.4502
O=N(=O)NC1=CC=CC=C1,-2.0001
CCCC1=CC=C(O)C=C1,-2.0276
CCC\C=C(/CC)C=O,-2.3332
NC1=NC(N)=NC(=O)N1,-3.2291
NC1=NC(=O)NC(=O)N1,-3.2219
NCCCCC(O)=O,0.9313
NC(CCO)C(O)=O,0.924
CCNC1=NC(OC)=NC(NCC)=N1,-1.7898
NC(CC1=CC=CC=C1)C(O)=O,-0.7677
CCSS(=O)(=O)CC,-1.109
CCCC[Sn](Cl)(Cl)CCCC,-3.5188
NC(=O)CBr,0.0643
ClC(Br)C(Cl)Br,-2.5644
NC(=O)C(Cl)Cl,-0.2558
CCOC(=O)NC(C=O)C(O)C(O)C(O)CO,0.1139
CCCCC#C,-2.3739
O=N(=O)OCCOCCON(=O)=O,-1.7015
O=N1=CC=CC=C1,1.0218
ClC1=CC=CC=C1Br,-3.63
O=[I](=O)C1=CC=CC=C1,-1.8416
CNC1=CC=CC(C)=C1,-2.05
CC1=CC(C)=C(C)C(O)=C1,-2.2522
CCC1=CC(O)=CC(C)=C1,-1.7696
CC1=CC=C(C(O)=C1)[N+]([O-])=O,-2.7505
OC1=NC=NC2=NC=CN=C12,-1.4716
NC1=NC2=C(C=N1)N=CC=N2,-2.2979
ClC1=C(Cl)C(Cl)(Cl)C(Cl)(Cl)C1(Cl)Cl,-6.5362
CN1C(=O)NC2=C(NC(=O)N2)C1=O,-1.5614
NC(CC1=CC=CC=C1O)C(O)=O,-1.9571
NC(=S)NC1=CC(=CC=C1)[N+]([O-])=O,-1.4499
CC1=NN(C(C)=C1N=O)C1=CC=CC=C1,-3.7355
NC(=O)N\N=C\C=C\C1=CC=C(O1)N(=O)=O,-3.1438
CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,-2.3522
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1,-5.5864
CC(C)(C)C1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,-3.875
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,-4.2014
CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)C4=C(C=CC=C4O)[C@@]3(C)O)C(=O)[C@]2(O)C(O)=C(C(=O)NCN2CCCC2)C1=O,0.1584
C[Sn](C)(Cl)Cl,-1.0407
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,0.2956
ClCC(Cl)C=C,-2.4737
CCCCCCCC(C(O)=O)C(O)=O,-2.0411
CCCCCCCCC(C(O)=O)C(O)=O,-2.92
CCCC(N)C(O)=O,-0.1448
FCCCl,-0.5291
CCOCCC(=O)OCC,-0.4206
CC(C)=CCC(C)=C,-3.537
ClC\C=C\CCl,-2.3335
CC(=O)C=O,1.1423
COC1=CC=CC=C1Cl,-2.4639
CC1=CC(C)=NC(N)=N1,-0.4884
CC(O)COC1=CC=CC=C1,-1.141
C1CC2=C(C=CC=C2)C2=C1C=CC=C2,-4.6347
O=C(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,-1.5883
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(F)C=C1,-4.1754
CCCOP(=O)(OCC)OCC,0.4063
CCCCP(=O)(CCCC)CCCC,-0.5932
O=S1(=O)CS(=O)(=O)O[Ca]O1,0.1255
CC(O)CCOCCC(C)O,0.7899
OC(=O)CCCCCCCCCCCCC(O)=O,-3.1112
CC(C)C1OCCO1,-0.0651
CSC1=NC=CC=N1,-0.402
OC1C2OC(=O)C(O)C2OC1=O,-0.4961
CC1CC(OC(C)=O)OC(C)O1,0.759
CN1C2=C(N=C(C)N2)C(=O)C(N)C1=O,-0.7276
CN1C(C)=NC2=C1C(=O)N(C)C(=O)N2C,-1.4493
CCOC(=O)C(CC1=CC=C(O)C=C1)NC(C)=O,-1.8586
COCCCNC1=NC(SC)=NC(NCCCOC)=N1,-3.4792
CC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4=O)C3CC=C2C1,-4.4584
CC(=O)CCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,-3.2676
CCOP(=O)(OCC)C(Cl)(Cl)Cl,-1.7541
OC(CC(=O)O[K])(CC(=O)O[K])C(=O)O[K],0.2962
CC(=O)OC(OC(C)=O)C=C,-1.2449
CC(=O)NCCNC(C)=O,0.6755
CCCCCCCCC=C,-5.3911
OCC1=CC=C(Br)C=C1,-1.9295
OCC1=CC=C(Cl)C=C1,-1.7561
OC(=O)C1=CC=CC=C1C(=O)O[K],-0.3895
CCOC1=NC(OCC)=NC(OCC)=N1,-1.4838
CCOC(=O)C1=CC=CC(N)=C1,-0.218
O=N(=O)C1=CC=C2C3=CC=CC=C3C3=CC=CC1=C23,-7.1031
CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,-4.6575
NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1,-0.6251
C[NH+](C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)C4=C(C(O)=CC=C4)C(O)=C3C(=O)[C@]2(O)C([O-])=C(C(N)=O)C1=O,-1.768
COCCNC(=O)CSP(=S)(OC)OC,-1.1356
CCSCCSP(=O)(OC)OC,-1.8438
CCOC(C)(C)CC,-2.4631
CC(C(O)=O)C(C)(C)CCC(O)=O,-1.5265
CC(OC(=S)N(C)C)C(O)=O,-0.9475
OCNC(=O)C=C,0.8101
OC(=O)CCSC(=S)SCCC(O)=O,-1.9283
CCSC(=S)OC(C)C(O)=O,-1.4293
CCCC(=O)NCCNC(=O)CCC,-0.6222
CCCCCC(=O)CCCCC,-3.5322
CCCCO[N+]([O-])=O,-2.0268
O=NN1CCCC1,0.9995
CC1=NC2=NC=NC=C2N1,-0.3829
O=C1CCCCCCCN1,0.6329
O=S1(=O)NCC2=C1C=CC=C2,-1.5208
CC1=NC2=NC=NC=C2N=C1,0.0571
BrC1=CC(=O)OC2=CC=CC=C12,-1.6533
COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1,-5.2605
CC1=CC=C(OCC(O)=O)C=C1,-2.1414
COC1=CC=C(\C=C\C(O)=O)C=C1,-1.9573
COC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1OC,-5.2394
CCOP(=O)(OCC)N=C1SCCS1,-2.5941
O=C1CCCCCCCCCCCN1,-2.8328
CCOP(=O)(OCC)\N=C1\SCC(C)S1,-3.6744
NC1=CC2=NC3=C(C=CC(N)=C3)C=C2C=C1,-1.7186
OC(=O)C1C2=CC=CC=C2C(C(O)=O)C2=CC=CC=C12,-2.7296
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,-1.9758
OC(C1=CC2C3C(C1\C2=C(/C1=CC=CC=C1)C1=NC=CC=C1)C(=O)NC3=O)(C1=CC=CC=C1)C1=NC=CC=C1,-3.9308
CP(O)(O)=O,-0.6813
CC(C)N(C)C,1.0597
CCOC(=O)CON(=O)=O,-1.7111
CCOC(=O)CNC(=O)OCC,-0.2435
NC(=O)NCO,-0.3463
CCCCCO[N+]([O-])=O,-2.568
CC1CCC(C)O1,0.0723
CC1=CC=N(=O)C=C1,0.9621
CC1=CN(=O)=CC=C1,0.9621
CCNC1=NC(Cl)=NC(N)=N1,-2.4135
O=C1CCCCCCCCCN1,-1.8862
CCCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,-1.8069
